animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,reason_for_intake,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A670897,*stripes,cat,tortie,brown,Male,2015-02-21,2022-02-21,injured  severe,stray,field,NA,2022-02-26,"100 BLK VIA DI ROMA WALK, LONG BEACH, CA 90803",Long Beach,euthanasia,at vet,33.7535442,-118.1209243,Alive on Intake,TRUE,0,"33.7535442, -118.1209243"
A613843,NA,cat,black,white,Unknown,2013-08-30,2018-08-30,ill severe,stray,field,NA,2018-08-30,"100 BLK W 20TH ST, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7934837,-118.1923744,Alive on Intake,TRUE,0,"33.7934837, -118.1923744"
A657544,*banana,cat,orange tabby,white,Male,2021-04-17,2021-05-17,under age/weight,stray,field,NA,2021-05-19,"100 BLK W 21ST ST, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7953085,-118.1923967,Alive on Intake,FALSE,1,"33.7953085, -118.1923967"
A729860,NA,cat,gray tabby,NA,Male,2024-08-29,2024-10-09,ill moderatete,stray,otc,NA,2024-10-09,100 BLK W 52ND ST,Long Beach,rescue,littlelion,33.8502533,-118.1981314,Alive on Intake,FALSE,1,"33.8502533, -118.1981314"
A734140,*fiona,cat,brown  tabby,NA,Spayed,2021-12-12,2024-12-12,normal,stray,otc,NA,NA,"100 BLK W 53RD ST, LONG BEACH 90805",Long Beach,NA,NA,33.852417,-118.1985047,Alive on Intake,FALSE,1,"33.852417, -118.1985047"
A608383,NA,cat,brown  tabby,white,Female,2018-05-23,2018-05-26,under age/weight,stray,otc,NA,2018-05-31,"100 BLK W 68TH ST, LONG BEACH, CA 90805",Long Beach,died,in kennel,33.8777064,-118.2038327,Alive on Intake,TRUE,0,"33.8777064, -118.2038327"
A608385,NA,cat,brown  tabby,NA,Male,2018-05-23,2018-05-26,under age/weight,stray,otc,NA,2018-06-12,"100 BLK W 68TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8777064,-118.2038327,Alive on Intake,TRUE,0,"33.8777064, -118.2038327"
A608384,NA,cat,brown  tabby,NA,Male,2018-05-23,2018-05-26,under age/weight,stray,otc,NA,2018-06-12,"100 BLK W 68TH ST, LONG BEACH, CA 90805",Long Beach,died,in kennel,33.8777064,-118.2038327,Alive on Intake,TRUE,0,"33.8777064, -118.2038327"
A608380,*beverly,cat,brown  tabby,white,Spayed,2016-05-26,2018-05-26,normal,stray,otc,NA,2018-07-28,"100 BLK W 68TH ST, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8777064,-118.2038327,Alive on Intake,FALSE,1,"33.8777064, -118.2038327"
A608386,NA,cat,brown  tabby,NA,Female,2018-05-23,2018-05-26,under age/weight,stray,otc,NA,2018-07-13,"100 BLK W 68TH ST, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8777064,-118.2038327,Alive on Intake,FALSE,1,"33.8777064, -118.2038327"
A585677,*wongway,cat,brown  tabby,NA,Neutered,2013-02-11,2017-02-11,feral,stray,field,NA,2017-02-14,"100 BLK W ARBOR ST, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8436238,-118.1968518,Alive on Intake,FALSE,1,"33.8436238, -118.1968518"
A703982,*hattie,cat,black,NA,Spayed,2023-06-15,2023-07-30,i/i report,stray,field,NA,2023-09-22,"100 BLK W BARCLAY, LB 90805",Long Beach,adoption,NA,33.8661015,-118.2027924,Alive on Intake,FALSE,1,"33.8661015, -118.2027924"
A687308,koloa,cat,orange,white,Neutered,2022-09-22,2022-10-22,under age/weight,stray,otc,NA,2022-10-28,"100 BLK W HARCOURT ST, LONG BEACH, CA 90805",Long Beach,adoption,web,33.867414,-118.2028381,Alive on Intake,FALSE,1,"33.867414, -118.2028381"
A687307,*sora,cat,black,NA,Male,2022-09-22,2022-10-22,under age/weight,stray,otc,NA,2022-10-29,"100 BLK W HARCOURT ST, LONG BEACH, CA 90805",Long Beach,rescue,sbacc,33.867414,-118.2028381,Alive on Intake,FALSE,1,"33.867414, -118.2028381"
A603897,NA,cat,seal,NA,Unknown,NA,2018-02-17,ill severe,stray,field,NA,2018-02-17,"100 BLK W HOMES ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8479578,-118.1980639,Alive on Intake,TRUE,0,"33.8479578, -118.1980639"
A718144,william,cat,white,NA,Female,2024-02-24,2024-04-05,ill mild,stray,field,NA,2024-04-07,100 BLK W LOUISE ST,Long Beach,rescue,littlelion,33.8548651,-118.1986475,Alive on Intake,FALSE,1,"33.8548651, -118.1986475"
A693388,NA,cat,orange,white,Neutered,2015-02-14,2023-02-14,ill moderatete,stray,field,NA,2023-02-14,100 BLK W MARKET ST,Long Beach,euthanasia,ill severe,33.8540988,-118.1986962,Alive on Intake,TRUE,0,"33.8540988, -118.1986962"
A643861,riley,cat,lynx point,NA,Spayed,2020-04-14,2020-06-14,normal,stray,otc,NA,2020-06-14,"100 BLK W OCEAN BLVD, LONG BEACH, CA 90802",Long Beach,foster to adopt,NA,33.7668624,-118.19413,Alive on Intake,FALSE,1,"33.7668624, -118.19413"
A655849,NA,cat,white,brown  tabby,Female,2017-04-03,2021-04-03,ill moderatete,stray,field,NA,2021-04-03,"100 BLK W PLEASANT ST, LONG BEACH, CA 90805",Long Beach,died,in care,33.846086,-118.1980353,Alive on Intake,TRUE,0,"33.846086, -118.1980353"
A603472,NA,cat,brown  tabby,NA,Male,2015-02-06,2018-02-06,ill severe,stray,field,NA,2018-02-06,"100 BLK W PLYMOUTH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8530881,-118.1986884,Alive on Intake,TRUE,0,"33.8530881, -118.1986884"
A636291,NA,cat,gray tabby,brown  tabby,Unknown,2019-11-14,2019-11-16,under age/weight,stray,otc,NA,2019-11-16,"100 BLK W SCOTT ST, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8688249,-118.203295,Alive on Intake,FALSE,1,"33.8688249, -118.203295"
A688059,NA,cat,black,NA,Female,2022-10-11,2022-11-05,under age/weight,stray,otc,NA,2022-11-10,"100 BLK W SCOTT ST., LB, CA 90805",Long Beach,euthanasia,ill severe,33.8688249,-118.203295,Alive on Intake,TRUE,0,"33.8688249, -118.203295"
A704214,*buttercup,cat,gray,NA,Spayed,2023-07-11,2023-08-04,ill mild,stray,otc,NA,2023-09-23,100 BLK W SCOTT STREET LONG BEACH CA 90805,Long Beach,adoption,NA,33.8688249,-118.203295,Alive on Intake,FALSE,1,"33.8688249, -118.203295"
A671744,*liliana,cat,brown  tabby,NA,Spayed,2014-03-15,2022-03-15,normal,stray,field,NA,2022-11-02,"100 BLK W SPRING ST, LB 90806",Long Beach,adoption,pfe/pawshp,33.8116506,-118.1921579,Alive on Intake,FALSE,1,"33.8116506, -118.1921579"
A660134,NA,cat,brown  tabby,white,Female,2021-05-08,2021-07-08,under age/weight,stray,otc,NA,2021-07-17,"100 BLK W VICTORIA AVE, LONG BEACH, CA 90805",Long Beach,rescue,sbacc,33.8630594,-118.2020384,Alive on Intake,FALSE,1,"33.8630594, -118.2020384"
A691764,mavis,cat,black,NA,Spayed,2018-01-12,2023-01-13,normal,owner surrender,otc,agg people,2023-05-11,"100 BLK W. 12TH ST, LONG BEACH, CA 90813",Long Beach,adoption,pfe/pawshp,33.7813998,-118.1923998,Alive on Intake,FALSE,1,"33.7813998, -118.1923998"
A696244,*theodore,cat,orange tabby,NA,Male,NA,2023-04-06,under age/weight,stray,otc,NA,2023-04-07,"100 BLK W. 14TH ST, LONG BEACH, CA 90813",Long Beach,rescue,littlepaws,33.7837086,-118.1924131,Alive on Intake,FALSE,1,"33.7837086, -118.1924131"
A704059,*billie jean,cat,black,NA,Female,2023-07-03,2023-08-02,normal,stray,otc,NA,2023-08-24,"100 BLOCK E 15TH ST, LONG BEACH CA",Long Beach,rescue,littlepaws,33.7853157,-118.1923888,Alive on Intake,FALSE,1,"33.7853157, -118.1923888"
A712805,NA,cat,brown  tabby,white,Male,2021-01-05,2024-01-05,injured  severe,stray,otc,NA,2024-01-05,"100 BLOCK E 55TH ST, LONG BEACH CA",Long Beach,euthanasia,inj severe,33.8557059,-118.1936188,Alive on Intake,TRUE,0,"33.8557059, -118.1936188"
A697906,*baguette,cat,orange,NA,Neutered,2023-03-30,2023-04-30,under age/weight,stray,otc,NA,2023-08-09,"100 BLOCK E 7TH ST, LONG BEACH CA",Long Beach,adoption,NA,33.7753437,-118.1923913,Alive on Intake,FALSE,1,"33.7753437, -118.1923913"
A643962,NA,cat,black,white,Female,2020-05-26,2020-06-17,ill moderatete,stray,field,NA,2020-06-17,"100 E 56TH ST, LONG BEACH, CA 90805",Long Beach,rescue,sbacc,33.85754960000001,-118.1954039,Alive on Intake,FALSE,1,"33.85754960000001, -118.1954039"
A643963,NA,cat,brown  tabby,white,Male,2020-05-26,2020-06-17,ill moderatete,stray,field,NA,2020-06-17,"100 E 56TH ST, LONG BEACH, CA 90805",Long Beach,rescue,sbacc,33.85754960000001,-118.1954039,Alive on Intake,FALSE,1,"33.85754960000001, -118.1954039"
A644299,*shrek,cat,brown  tabby,NA,Neutered,2020-03-23,2020-06-23,normal,stray,trap,NA,2020-10-14,"100 E 59TH ST, LONG BEACH, CA 90805",Long Beach,adoption,pfe/pawshp,33.8627431,-118.1943384,Alive on Intake,FALSE,1,"33.8627431, -118.1943384"
A644300,ellie,cat,brown  tabby,NA,Spayed,2020-03-23,2020-06-23,normal,stray,trap,NA,2020-07-30,"100 E 59TH ST, LONG BEACH, CA 90805",Long Beach,adoption,web,33.8627431,-118.1943384,Alive on Intake,FALSE,1,"33.8627431, -118.1943384"
A593064,NA,cat,brown  tabby,NA,Male,2017-05-07,2017-07-07,injured  moderate,stray,field,NA,2017-07-07,"100 E 67TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,inj severe,33.8759962,-118.2032146,Alive on Intake,TRUE,0,"33.8759962, -118.2032146"
A623581,NA,cat,black,white,Male,2017-03-21,2019-03-21,normal,stray,otc,NA,2019-03-24,"100 E EAGLE ST, LONG BEACH, CA 90806",Long Beach,transfer,spcala,33.7996711,-118.1923808,Alive on Intake,FALSE,1,"33.7996711, -118.1923808"
A587852,NA,cat,brown  tabby,NA,Male,2017-03-31,2017-03-31,under age/weight,stray,otc,NA,2017-04-03,"100 E ELDRIDGE ST, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.812501,-118.192098,Alive on Intake,FALSE,1,"33.812501, -118.192098"
A587853,NA,cat,black,NA,Male,2017-03-31,2017-03-31,under age/weight,stray,otc,NA,2017-04-03,"100 E ELDRIDGE ST, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.812501,-118.192098,Alive on Intake,FALSE,1,"33.812501, -118.192098"
A587851,NA,cat,black,NA,Male,2017-03-31,2017-03-31,under age/weight,stray,otc,NA,2017-04-03,"100 E ELDRIDGE ST, LONG BEACH, CA 90807",Long Beach,transfer,spcala,33.812501,-118.192098,Alive on Intake,FALSE,1,"33.812501, -118.192098"
A635285,*ashlyn,cat,seal point,NA,Female,2019-05-24,2019-10-23,normal,stray,otc,NA,2020-03-23,"100 E ELLIS ST, LONG BEACH, CA 90805",District8,rescue,littlelion,33.8566144,-118.1952897,Alive on Intake,FALSE,1,"33.8566144, -118.1952897"
A612642,NA,cat,black,NA,Female,2018-07-17,2018-08-10,under age/weight,stray,otc,NA,2018-08-13,"100 E HARCOURT ST, LONG BEACH, CA 90805",Long Beach,rescue,catpaws,33.8680256,-118.2008129,Alive on Intake,FALSE,1,"33.8680256, -118.2008129"
A596126,*lukie,cat,black,NA,Neutered,2016-08-27,2020-11-06,normal,owner surrender,otc,move,2021-01-23,"100 EUCLID AVE, LONG BEACH, CA 90804",Long Beach,adoption,web,33.7616267,-118.1487649,Alive on Intake,FALSE,1,"33.7616267, -118.1487649"
A728693,*little miss,cat,calico,NA,Spayed,2023-09-16,2024-09-16,normal,stray,otc,NA,2024-09-27,100 GOLDEN SHORE LONG BEACH CA,Long Beach,community cat,friendly,33.7644885,-118.2018696,Alive on Intake,FALSE,1,"33.7644885, -118.2018696"
A700204,*mercury,cat,black,white,Neutered,2023-05-10,2023-06-04,ill mild,stray,field,NA,2024-02-28,100 JAYMILLS,Long Beach,adoption,web,33.8591688,-118.1954016,Alive on Intake,FALSE,1,"33.8591688, -118.1954016"
A723250,*ninole,cat,black,NA,Male,2020-06-24,2024-06-24,ill moderatete,stray,otc,NA,2024-07-12,"100 W 52ND ST, LONG BEACH, CA 90805",Long Beach,rescue,straycatal,33.8502533,-118.1981314,Alive on Intake,FALSE,1,"33.8502533, -118.1981314"
A669610,NA,cat,gray tabby,NA,Unknown,NA,2022-01-21,injured  severe,stray,field,NA,2022-01-21,"100 W SCOTT ST, LONG BEACH, CA 90805",Long Beach,died,enroute,33.8688249,-118.203295,Alive on Intake,TRUE,0,"33.8688249, -118.203295"
A598443,NA,cat,brown  tabby,NA,Female,2017-10-06,2017-10-08,under age/weight,stray,otc,NA,2017-11-15,"1000 BELMONT AVE, LONG BEACH, CA 90804",Long Beach,transfer,spcala,33.7789668,-118.1448032,Alive on Intake,FALSE,1,"33.7789668, -118.1448032"
A729952,NA,cat,gray tabby,white,Unknown,2024-09-24,2024-10-10,under age/weight,stray,otc,NA,2024-10-10,1000 BLK 70TH STREET LONG BEACH CA 90805,Long Beach,euthanasia,ill severe,33.8812326,-118.1801708,Alive on Intake,TRUE,0,"33.8812326, -118.1801708"
A725041,*rocker,cat,white,gray,Neutered,2024-06-21,2024-07-18,under age/weight,stray,otc,NA,2024-10-19,1000 BLK ANAHEIM STREET LONG BEACH CA 90813,Long Beach,adoption,web,33.7821637,-118.1803542,Alive on Intake,FALSE,1,"33.7821637, -118.1803542"
A699248,*uzimaki,cat,black,NA,Male,2023-03-23,2023-05-23,under age/weight,stray,field,NA,2023-08-23,"1000 BLK CEDAR AVE, LONG BEACH CA",Long Beach,adoption,NA,33.7789902,-118.1950695,Alive on Intake,FALSE,1,"33.7789902, -118.1950695"
A707073,NA,cat,gray,NA,Female,2023-08-04,2023-09-19,ill moderatete,stray,field,NA,2023-09-20,"1000 BLK CEDAR AVE, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.7789902,-118.1950695,Alive on Intake,TRUE,0,"33.7789902, -118.1950695"
A603731,NA,cat,brown  tabby,NA,Female,2017-02-12,2018-02-12,ill moderatete,stray,field,NA,2018-02-12,"1000 BLK CEDAR AVE, LONG BEACH, CA 90813",Long Beach,died,in kennel,33.7789902,-118.1950695,Alive on Intake,TRUE,0,"33.7789902, -118.1950695"
A593057,*miss muffet,cat,calico,NA,Spayed,2015-07-07,2017-07-07,feral,stray,field,NA,2017-07-16,"1000 BLK CEDAR AVE, LONG BEACH, CA 90813",Long Beach,rescue,straycatal,33.7789902,-118.1950695,Alive on Intake,FALSE,1,"33.7789902, -118.1950695"
A693250,NA,cat,black,white,Female,NA,2023-02-11,injured  severe,stray,field,NA,2023-02-11,1000 BLK CERRITOS AVE,Long Beach,euthanasia,NA,33.7789736,-118.1775378,Alive on Intake,TRUE,0,"33.7789736, -118.1775378"
A713399,*garlic,cat,white,black,Spayed,2021-01-17,2024-01-17,ill moderatete,stray,otc,NA,2024-02-28,1000 BLK CERRITOS AVE LONG BEACH CA 90813,Long Beach,adoption,web,33.7789736,-118.1775378,Alive on Intake,FALSE,1,"33.7789736, -118.1775378"
A650496,NA,cat,black,NA,Female,2020-09-25,2020-10-25,under age/weight,stray,otc,NA,2020-10-27,"1000 BLK CERRITOS AVE, LONG BEACH CA 90802",Long Beach,rescue,littlepaws,33.7789736,-118.1775378,Alive on Intake,FALSE,1,"33.7789736, -118.1775378"
A633736,*felicity,cat,gray,white,Spayed,2019-08-01,2019-09-16,under age/weight,stray,field,NA,2019-11-23,"1000 BLK CERRITOS AVE, LONG BEACH, CA 90813",Long Beach,adoption,pfe/pawshp,33.7789736,-118.1775378,Alive on Intake,FALSE,1,"33.7789736, -118.1775378"
A700790,NA,cat,black,NA,Unknown,NA,2023-06-14,injured  severe,stray,otc,NA,2023-06-14,"1000 BLK CHESNUT AVE, LONG BEACH, CA",Long Beach,euthanasia,inj severe,33.7789799,-118.1963506,Alive on Intake,TRUE,0,"33.7789799, -118.1963506"
A717141,*char,cat,black,NA,Neutered,2022-03-16,2024-03-16,injured  mild,stray,field,NA,2024-03-29,1000 BLK CHESTNUT AVE,Long Beach,community cat,NA,33.7789799,-118.1963506,Alive on Intake,FALSE,1,"33.7789799, -118.1963506"
A616752,*dijon,cat,orange tabby,white,Male,2018-08-12,2018-10-27,normal,stray,otc,NA,2018-11-02,"1000 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7789799,-118.1963506,Alive on Intake,FALSE,1,"33.7789799, -118.1963506"
A593111,NA,cat,gray,NA,Unknown,2017-03-07,2017-07-07,injured  severe,stray,field,NA,2017-07-07,"1000 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,died,enroute,33.7789799,-118.1963506,Alive on Intake,TRUE,0,"33.7789799, -118.1963506"
A616753,*roma,cat,brown  tabby,white,Male,2018-08-12,2018-10-27,normal,stray,otc,NA,2018-11-02,"1000 BLK CHESTNUT AVE, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7789799,-118.1963506,Alive on Intake,FALSE,1,"33.7789799, -118.1963506"
A590057,NA,cat,lynx point,NA,Female,2017-02-23,2017-05-10,ill mild,stray,field,NA,2017-06-03,"1000 BLK DAWSON AVE, LONG BEACH, CA 90804",Long Beach,adoption,spcala,33.7789723,-118.1654888,Alive on Intake,FALSE,1,"33.7789723, -118.1654888"
A588398,NA,cat,brown  tabby,NA,Unknown,2017-04-26,2017-04-09,under age/weight,stray,field,NA,2017-04-09,"1000 BLK DAWSON AVE, LONG BEACH, CA 90804",Long Beach,euthanasia,undrage/wt,33.7789723,-118.1654888,Alive on Intake,TRUE,0,"33.7789723, -118.1654888"
A680019,*sonic,cat,black,white,Male,2022-06-02,2022-07-16,normal,stray,otc,NA,2022-08-10,"1000 BLK DAWSON AVE, LONG BEACH, CA 90804",Long Beach,rescue,littlepaws,33.7789723,-118.1654888,Alive on Intake,FALSE,1,"33.7789723, -118.1654888"
A708383,willy,cat,gray tabby,NA,Neutered,2020-10-07,2023-10-07,injured  moderate,owner surrender,field,NA,2023-10-08,"1000 BLK E 10TH ST, LONG BEACH, CA 90813",Long Beach,return to owner,walkin,33.7788173,-118.1805015,Alive on Intake,FALSE,1,"33.7788173, -118.1805015"
A678355,bandit,cat,orange,white,Male,2022-06-01,2022-06-25,under age/weight,stray,otc,NA,2022-08-26,"1000 BLK E 12TH ST, LONG BEACH, CA 90813",Long Beach,adoption,NA,33.781478,-118.1806515,Alive on Intake,FALSE,1,"33.781478, -118.1806515"
A663505,NA,cat,black,NA,Male,NA,2021-09-10,under age/weight,stray,otc,NA,2021-09-10,"1000 BLK E 12TH ST, LONG BEACH, CA 90813",Long Beach,euthanasia,ill severe,33.781478,-118.1806515,Alive on Intake,TRUE,0,"33.781478, -118.1806515"
A728071,NA,cat,white,black,Female,2024-07-03,2024-09-03,ill severe,stray,field,NA,2024-09-03,"1000 BLK E 21ST ST, LONG BEACH, CA 90806",Long Beach,euthanasia,ill severe,33.7953225,-118.1806772,Alive on Intake,TRUE,0,"33.7953225, -118.1806772"
A727934,NA,cat,white,brown  tabby,Female,2018-08-28,2024-08-28,normal,welfare seized,owner died,NA,2024-08-30,"1000 BLK E 3RD ST, LONG BEACH, CA",Long Beach,transfer,sbacc,33.7706167,-118.1801031,Alive on Intake,FALSE,1,"33.7706167, -118.1801031"
A657571,*figaro,cat,gray,white,Male,2021-04-18,2021-05-18,under age/weight,stray,field,NA,2021-05-19,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,transfer,spcala,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A644509,sheba,cat,brown  tabby,NA,Spayed,2017-06-27,2020-06-27,normal,owner surrender,otc,abandon,2020-08-23,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,adoption,pfe/pawshp,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A610116,NA,cat,brown  tabby,NA,Female,2018-06-20,2018-06-23,under age/weight,stray,otc,NA,2018-06-23,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,euthanasia,undrage/wt,33.7729834,-118.1796718,Alive on Intake,TRUE,0,"33.7729834, -118.1796718"
A626633,*blur,cat,gray tabby,NA,Neutered,2016-05-18,2019-05-18,fractious,stray,otc,NA,2019-06-01,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A566417,mitchell,cat,orange tabby,NA,Neutered,2009-02-24,2018-08-19,normal,owner surrender,otc,bites,2019-04-05,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,adoption,pfe/pawshp,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A596047,*elvira,cat,black,NA,Spayed,2014-08-26,2017-08-26,normal,stray,otc,NA,2017-11-16,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",NA,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A612840,*spylyssa,cat,brown  tabby,NA,Spayed,2016-08-15,2018-08-15,normal,stray,trap,NA,2018-08-21,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A644510,mischief,cat,brown  tabby,NA,Neutered,2017-06-27,2020-06-27,normal,owner surrender,otc,abandon,2020-09-10,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,adoption,pfe/pawshp,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A626263,NA,cat,brown  tabby,NA,Female,2019-04-14,2019-05-11,under age/weight,stray,otc,NA,2019-05-26,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,euthanasia,ill modera,33.7729834,-118.1796718,Alive on Intake,TRUE,0,"33.7729834, -118.1796718"
A616702,*october,cat,black,NA,Spayed,2016-10-26,2018-10-26,normal,stray,otc,NA,2018-11-06,"1000 BLK E 5TH ST, LONG BEACH, CA 90802",Long Beach,"shelter, neuter, return",straycatal,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A697287,*gaston,cat,blue,NA,Neutered,2022-04-22,2023-04-22,normal,stray,otc,NA,2023-04-27,"1000 BLK E 5TH, LB, CA 908902",Long Beach,community cat,NA,33.7729834,-118.1796718,Alive on Intake,FALSE,1,"33.7729834, -118.1796718"
A677358,milo,cat,orange tabby,NA,Neutered,2013-06-10,2022-06-10,ill mild,stray,field,NA,2022-06-29,"1000 BLK E 67TH ST, LONG BEACH, CA 90805",Long Beach,euthanasia,ill severe,33.8762079,-118.1811311,Alive on Intake,TRUE,0,"33.8762079, -118.1811311"
A596859,*salsbury,cat,brown  tabby,NA,Spayed,2014-09-10,2017-09-10,normal,stray,otc,NA,2017-11-15,"1000 BLK E 72ND ST, LONG BEACH, CA 90805",Long Beach,"shelter, neuter, return",straycatal,33.8851121,-118.1810028,Alive on Intake,FALSE,1,"33.8851121, -118.1810028"
A596861,NA,cat,gray tabby,NA,Male,2017-08-10,2017-09-10,under age/weight,stray,otc,NA,2017-09-14,"1000 BLK E 72ND ST, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8851121,-118.1810028,Alive on Intake,FALSE,1,"33.8851121, -118.1810028"
A596860,NA,cat,brown  tabby,NA,Male,2017-08-10,2017-09-10,under age/weight,stray,otc,NA,2017-09-14,"1000 BLK E 72ND ST, LONG BEACH, CA 90805",Long Beach,rescue,fndanifoun,33.8851121,-118.1810028,Alive on Intake,FALSE,1,"33.8851121, -118.1810028"
A597253,NA,cat,white,black,Unknown,2017-09-10,2017-09-16,under age/weight,stray,field,NA,2017-09-16,"1000 BLK E 72ND ST, LONG BEACH, CA 90805",Long Beach,euthanasia,undrage/wt,33.8851121,-118.1810028,Alive on Intake,TRUE,0,"33.8851121, -118.1810028"
A592318,NA,cat,white,black,Unknown,2017-05-23,2017-06-23,under age/weight,stray,field,NA,2017-06-30,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",Long Beach,transfer,spcala,33.7751351,-118.1799603,Alive on Intake,FALSE,1,"33.7751351, -118.1799603"
A662263,*nora,cat,gray tabby,white,Spayed,2021-06-22,2021-08-22,ill mild,stray,otc,NA,2021-12-21,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",Long Beach,rescue,kittybunga,33.7751351,-118.1799603,Alive on Intake,FALSE,1,"33.7751351, -118.1799603"
A662265,*ezra,cat,gray tabby,NA,Neutered,2021-06-22,2021-08-22,ill mild,stray,otc,NA,2021-12-21,"1000 BLK E 7TH ST, LONG BEACH, CA 90813",Long Beach,rescue,kittybunga,33.7751351,-118.1799603,Alive on Intake,FALSE,1,"33.7751351, -118.1799603"
